Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2021,Ford,F-150 Lariat,Used,"$55,490 ",4.8,79,Dealer,Westshore Mazda,3.7,44,2602 N Dale Mabry Hwy Tampa,FL,33607,Good,4.8,4.9,4.8,4.6,4.9,4.7,Rapid Red Metallic Tinted Clearcoat,Black,Rear-wheel Drive,20,26,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1CP9MKD01038,KD01038,16069
2018,Hyundai,Santa Fe Sport 2.4L,Used,"$20,489 ",4.8,256,Dealer,Bob Rohrman Honda,4.5,888,821 Sagamore Pkwy N Lafayette,IN,47904,Great,4.7,4.8,4.6,4.7,4.8,4.8,Nightfall Blue,Beige,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYZTDLB7JG531839,V7278B,44731
2019,INFINITI,Q50 3.0t Red Sport 400,INFINITI Certified,"$43,529 ",4.7,32,Dealer,Crest Auto Group,4.5,563,6280 TX-121 Frisco,TX,75034,Fair,4.7,4.6,4.8,4.5,4.8,4.7,Graphite Shadow,Graphite,Rear-wheel Drive,20,26,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,JN1FV7AP9KM780174,74804,19304
2021,Jaguar,E-PACE P250 SE,Used,"$47,777 ",4.9,1,Dealer,Jaguar Land Rover Fort Lauderdale,4.6,531,400 W Copans Rd Pompano Beach,FL,33064,Fair,5,5,5,4,5,5,Fuji White,Light Oyster,All-wheel Drive,20,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SADFP2FX4M1019712,M1019712,11062
2020,Kia,Telluride LX,Used,"$34,995 ",4.8,211,Dealer,Don Franklin Somerset Kia,2.9,6,60 KY-2227 Somerset,KY,42503,Good,4.9,4.9,4.8,4.7,4.9,4.9,Gravity Gray,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP24HC6LG009248,LG009248,64164
2020,Kia,Telluride S,Used,"$37,519 ",4.8,211,Dealer,Greenway Nissan Venice,4.4,343,700 US 41 Bypass S Venice,FL,34285,Great,4.9,4.9,4.8,4.7,4.9,4.9,Sangria Red,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64HC8LG029618,LG029618P,31664
2021,Kia,Telluride S,Used,"$44,024 ",4.9,91,Dealer,Clear Lake Nissan,4.5,715,2150 Gulf Fwy S League City,TX,77573,Good,5,4.9,4.9,4.8,5,4.9,Gravity Gray,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP64HCXMG163516,G163516S,23147
2021,Kia,Telluride EX,Kia Certified,"$44,348 ",4.9,91,Dealer,Courtesy Kia,4.5,587,9205 E Adamo Dr Tampa,FL,33619,Great,5,4.9,4.9,4.8,5,4.9,Dark Moss,Gray,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34HC3MG126543,CKB221363A,21559
2020,Kia,Telluride SX,Used,"$45,187 ",4.8,211,Dealer,DallasLeaseReturns.com,4.9,4687,14335 Inwood Rd Dallas,TX,75244,Good,4.9,4.9,4.8,4.7,4.9,4.9,Green,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC5LG083655,83655,63505
2021,Kia,Telluride SX,Used,"$48,208 ",4.9,91,Dealer,Ricart Used Car Factory,4.7,6018,4255 S Hamilton Rd Groveport,OH,43125,Good,5,4.9,4.9,4.8,5,4.9,Snow White Pearl,Brown,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC3MG109705,PRT43370A,37255
2022,Kia,Telluride SX,Used,"$56,347 ",4.8,8,Dealer,Sterling McCall Nissan,4.4,655,12230 Southwest Freeway Stafford,TX,77477,Good,5,5,4.6,4.8,4.9,4.4,Glacial White Pearl,Brown,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC2NG219873,NG219873,17092
2021,Land,Rover Range Rover Velar S,Used,"$67,997 ",4.9,3,Dealer,Porsche Plano,4.8,1165,5924 W Plano Pkwy Plano,TX,75093,Great,5,4.7,5,4.7,5,4.7,Eiger Grey,Ebony,Four-wheel Drive,20,26,Gasoline,Automatic,V6,SALYJ2EU4MA308031,MA308031,16843
2009,Lexus,IS 250,Used,"$14,995 ",4.7,36,Dealer,Keewaydin Auto,4.2,5,5022 34th Ave. South Minneapolis,MN,55417,NA,4.4,4.6,4.7,4.6,4.8,4.8,Smoky Granite Mica,Ecru,All-wheel Drive,20,26,Gasoline,Automatic,2.5L DOHC 24-valve direct injection V6 engine -inc: dual variabl,JTHCK262195032207,32207,98000
2017,Mazda,CX-9 Grand Touring,Used,"$29,499 ",4.7,51,Dealer,Texas Carz,4.4,164,10849 Composite Drive Dallas,TX,75220,Good,4.7,4.8,4.7,4.5,4.8,4.6,Machine Gray Metallic,Black,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBDY7H0140176,20225168,49125
2018,Mazda,CX-9 Touring,Used,"$31,998 ",4.8,67,Dealer,CarMax Lynnwood - Now offering Curbside Pickup,1.5,5,21317 Highway 99 Lynnwood,WA,98036,Great,4.8,4.9,4.8,4.8,4.8,4.8,Titanium Flash Mica,Sand,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L V6 24V,JM3TCBCY1J0201657,22617563,38060
2020,Mazda,CX-9 Touring,Used,"$34,764 ",4.8,32,Dealer,Lupient KIA Nissan,4.9,2715,7911 Lakeland Ave N Minneapolis,MN,55445,Good,4.8,4.8,4.7,4.7,4.9,4.9,Jet Black Mica,Black,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY8L0408890,LG15603A,34719
2021,Mazda,CX-9 Touring,Used,"$37,980 ",4.8,17,Dealer,Patrick Mazda,4.7,768,189 Washington St Auburn,MA,1501,Good,4.8,4.8,4.8,4.7,4.9,4.9,Deep Crystal Blue Mica,Black,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY9M0519661,7900G,10429
2020,Mazda,CX-9 Signature,Used,"$41,748 ",4.8,32,Dealer,Steves Hometown Motors,3.9,110,602 US-95 Weiser,ID,83672,Good,4.8,4.8,4.7,4.7,4.9,4.9,Snowflake White Pearl,Deep Chestnut,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L,JM3TCBEY1L0407593,W24688,54292
2021,Mazda,CX-9 Carbon Edition,Used,"$41,990 ",4.8,17,Dealer,AutoNation USA Phoenix,4,116,2625 W Bell Rd Phoenix,AZ,85023,Good,4.8,4.8,4.8,4.7,4.9,4.9,Polymetal Gray Metallic,Red,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBDY4M0526614,M0526614,11309
2021,Mazda,CX-9 Grand Touring,Used,"$43,977 ",4.8,17,Dealer,Hodges Mazda of the Avenues,4.8,837,10681 Philips Hwy Jacksonville,FL,32256,Great,4.8,4.8,4.8,4.7,4.9,4.9,Soul Red Crystal Metallic,Black,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBDY1M0531785,MN0619310B,13223
2018,Mercedes-Benz,E-Class E 400 4MATIC,Mercedes-Benz Certified,"$44,600 ",4.8,64,Dealer,Mercedes-Benz of Chantilly,4.6,905,14841 Stonecroft Center Ct Chantilly,VA,20151,Great,4.9,5,4.8,4.6,4.9,4.8,Iridium Silver Metallic,Macchiato Beige,All-wheel Drive,20,26,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDD1J6GB4JF026052,UMC5616,48915
2018,Mercedes-Benz,E-Class E 400,Used,"$55,995 ",4.8,64,Dealer,Mercedes-Benz of Pembroke Pines,4.6,1121,14199 Pines Blvd Pembroke Pines,FL,33027,Fair,4.9,5,4.8,4.6,4.9,4.8,Black,–,RWD,20,26,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDD1K6FB3JF029894,JF029894,38376
2018,Porsche,718 Cayman S,Used,"$69,900 ",4.9,14,Dealer,Champion Porsche,3.6,101,500 W Copans Rd Pompano Beach,FL,33064,Good,4.7,4.9,5,4.5,5,5,–,–,Rear-wheel Drive,20,26,Gasoline,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo,WP0AB2A84JS278145,221066A,34704
2017,Porsche,718 Boxster S,Used,"$69,990 ",4.8,33,Dealer,Porsche Towson,4.8,139,700 Kenilworth Dr. Towson,MD,21204,Fair,4.6,4.8,4.9,4.5,4.9,4.9,Black,Black,Rear-wheel Drive,20,26,Gasoline,7-Speed Automatic with Auto-Shift,2.5L H4 16V GDI DOHC Turbo,WP0CB2A84HS241602,HS241602,19866
2020,Subaru,Ascent Limited 8-Passenger,Used,"$28,995 ",4.8,83,Dealer,Big City Motors / 12th Street Auto Mart,4.1,16,4201 West 12th Street Sioux Falls,SD,57106,Great,4.8,4.8,4.8,4.7,4.9,4.8,Abyss Blue Pearl,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAJD7L3427311,8599,89545
2019,Subaru,Ascent Limited 8-Passenger,Used,"$30,000 ",4.5,178,Dealer,Five Star Subaru of Grapevine,4.9,2192,2651 William D Tate Ave Grapevine,TX,76051,Great,4.7,4.6,4.6,4.4,4.6,4.5,Crystal Black Silica,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMALD4K3429898,N3440272A,64602
2020,Subaru,Ascent Touring 7-Passenger,Used,"$31,754 ",4.8,83,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.7,4.9,4.8,Crystal White Pearl,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD3L3445339,C206657S,47226
2019,Subaru,Ascent Limited 7-Passenger,Used,"$35,000 ",4.5,178,Dealer,Five Star Subaru of Grapevine,4.9,2192,2651 William D Tate Ave Grapevine,TX,76051,Great,4.7,4.6,4.6,4.4,4.6,4.5,Tungsten Metallic,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAPD7K3475333,N3442407A,39549
2020,Subaru,Ascent Limited 7-Passenger,Used,"$35,789 ",4.8,83,Dealer,Halleen Kia of Sandusky,4.9,813,7515 Milan Rd Sandusky,OH,44870,Good,4.8,4.8,4.8,4.7,4.9,4.8,Cinnamon Brown Pearl,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAPD3L3448650,334430,39600
2019,Subaru,Ascent Touring 7-Passenger,Used,"$37,255 ",4.5,178,Dealer,Subaru of Kings Automall,4.5,173,9536 Kings Auto Mall Rd Cincinnati,OH,45249,Good,4.7,4.6,4.6,4.4,4.6,4.5,White,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARDXK3489787,K3489787,45206
2021,Subaru,Ascent Limited 7-Passenger,Subaru Certified,"$40,965 ",4.7,30,Dealer,South Shore Subaru,4.9,240,305 Sunrise Hwy Lindenhurst,NY,11757,Good,4.8,4.8,4.7,4.7,4.5,4.7,Magnetite Gray Metallic,Black,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAPD6M3410332,G3392,18236
2021,Subaru,Ascent Touring 7-Passenger,Used,"$42,979 ",4.7,30,Dealer,Giles Subaru,3.8,19,6141 Johnston St Lafayette,LA,70503,Great,4.8,4.8,4.7,4.7,4.5,4.7,Crystal White Pearl,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD7M3457916,54816A,10197
2021,Subaru,Ascent Limited 8-Passenger,Used,"$43,483 ",4.7,30,Dealer,Brandon Tomes Subaru,4.5,62,1100 S Central Expy McKinney,TX,75070,Great,4.8,4.8,4.7,4.7,4.5,4.7,Crystal White Pearl,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMALD1M3452591,1S16257,21700
2015,Toyota,Venza XLE,Used,"$27,044 ",4.7,52,Dealer,Scott Clark Toyota,4.7,4644,13052 Marie Garris Rd Matthews,NC,28105,Good,4.8,4.6,4.7,4.7,4.7,4.9,Black,Ivory,Front-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.7L I4 16V MPFI DOHC,4T3ZA3BB7FU095049,PL95049,22865
2017,Toyota,Highlander XLE,Used,"$29,690 ",4.8,348,Dealer,AutoNation Toyota Libertyville,4.3,1142,1180 S Milwaukee Ave Libertyville,IL,60048,Fair,4.9,4.8,4.7,4.7,4.8,4.8,Ooh La La Rouge Mica,–,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,5TDJZRFH0HS439171,HS439171,89178
2018,Toyota,Highlander XLE,Used,"$33,788 ",4.8,419,Dealer,Penn Toyota,4.6,722,2400 Northern Blvd Greenvale,NY,11548,Great,4.8,4.7,4.7,4.6,4.8,4.8,Red,–,All-wheel Drive,20,26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,5TDJZRFH9JS489198,U25960D,28374
2019,Toyota,Highlander Limited Platinum,Used,"$40,476 ",4.6,363,Dealer,Pohanka Honda of Fredericksburg,4.8,1131,60 S Gateway Dr Fredericksburg,VA,22406,Good,4.8,4.7,4.6,4.5,4.7,4.6,Blizzard Pearl,Almond,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDDZRFH4KS704114,22H229,48098
2017,Acura,MDX 3.5L w/Advance Package,Used,"$24,950 ",4.6,133,Dealer,Road Runner Auto Sales of Wayne,3.4,85,31731 Michigan Ave Wayne,MI,48184,Great,4.7,4.5,4.5,4.5,4.8,4.7,Gray,Graystone,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H84HB038044,C17005188,63014
2019,Acura,MDX 3.5L,Used,"$35,533 ",4.6,63,Dealer,Big Star Cadillac,4.8,802,18100 Gulf Freeway,Bldg,B,Good,4.6,4.7,4.6,4.5,4.7,4.8,–,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H33KL025992,L025992T,47602
2019,Acura,MDX 3.5L w/Advance Package,Used,"$37,988 ",4.6,63,Dealer,Certified Performance Motors,1.6,14,400 W Merrick Rd Valley Stream,NY,11580,Great,4.6,4.7,4.6,4.5,4.7,4.8,Gunmetal Metallic,Ebony,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H85KL024211,13560,19563
2019,Acura,MDX 3.5L w/Technology Package,Used,"$38,000 ",4.6,63,Dealer,Koons Sterling Ford,4.7,848,46869 Harry Byrd Hwy Sterling,VA,20164,Good,4.6,4.7,4.6,4.5,4.7,4.8,Modern Steel Metallic,Ebony,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H50KL022906,000P9591,34348
2020,Acura,MDX SH-AWD 7-Passenger,Used,"$40,889 ",4.9,50,Dealer,EchoPark Automotive Centennial,4.8,896,10401 E Arapahoe Rd Centennial,CO,80111,Good,4.9,4.9,4.9,4.8,4.8,4.9,Platinum White Pearl,Ebony,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H36LL048488,PLL048488,18149
2022,Acura,MDX Base,Used,"$48,998 ",4.9,16,Dealer,Greenway Nissan of Jacksonville,3.3,139,1726 Cassat Ave Jacksonville,FL,32210,Good,4.9,4.8,4.9,4.9,4.9,4.9,Carbon Metallic,Orchid,Front-wheel Drive,19,26,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD9H37NL002796,IC350719B,17912
2020,Acura,MDX 3.5L w/Advance Package,Used,"$50,505 ",4.9,50,Dealer,Chevy Chase Acura,4.6,500,7725 Wisconsin Ave Bethesda,MD,20814,Good,4.9,4.9,4.9,4.8,4.8,4.9,Platinum White Pearl,Ebony,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H87LL012689,PL000056A,12825
2014,BMW,X3 xDrive35i,Used,"$20,988 ",4.7,69,Dealer,PNW Luxury Cars,4.7,167,12800 Aurora Ave N Suite A Seattle,WA,98109,Fair,4.7,4.6,4.8,4.4,4.7,4.7,Alpine White,Red,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXWX7C53E0E79576,23361,81864
2014,BMW,Z4 sDrive35i,Used,"$34,500 ",4.9,23,Dealer,Oxmoor Chrysler,4.7,818,4520 Shelbyvile Rd Louisville,KY,40222,Fair,4.8,4.9,4.9,4.8,5,5,Alpine White,Coral Red,Rear-wheel Drive,19,26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBALM7C56EE386318,CU5904,33580
2019,Cadillac,XT5 Luxury,Used,"$27,986 ",4.6,94,Dealer,Sewell Cadillac,3.9,74,12221 Katy Fwy Houston,TX,77079,Great,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Cirrus,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS4KZ161489,5137890B,65637
2018,Cadillac,XT5 Luxury,Used,"$29,926 ",4.8,131,Dealer,Pat Lobb Toyota of Mckinney,4.8,3634,3350 S Central Expy Mckinney,TX,75070,Great,4.8,4.8,4.7,4.6,4.9,4.8,Red Passion Tintcoat,Beige,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS5JZ100831,P18254A,55218
2018,Cadillac,XT5 Premium Luxury,Cadillac Certified,"$33,682 ",4.8,131,Dealer,Findlay Cadillac,4.7,195,993 Auto Show Drive Henderson,NV,89014,Good,4.8,4.8,4.7,4.6,4.9,4.8,Stellar Black Metallic,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNERS1JZ246381,P5075,45313
2019,Cadillac,XT5 Premium Luxury,Cadillac Certified,"$37,855 ",4.6,94,Dealer,Ed Morse Cadillac of Tampa,4.9,2787,101 E Fletcher Ave Tampa,FL,33612,Great,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNERS1KZ184529,NZ155296A,34273
2021,Cadillac,XT6 Premium Luxury FWD,Used,"$59,441 ",4.9,9,Dealer,Kia Of Greer,4.2,234,14345 E Wade Hampton Blvd Greer,SC,29651,Fair,4.8,4.9,4.8,4.8,5,5,Satin Steel Metallic,Maple Sugar,Front-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPERS2MZ230298,300383A,14164
2020,Chevrolet,Blazer Premier,Used,"$48,998 ",4.7,67,Dealer,Giant Chevrolet,4.8,131,1001 S Ben Maddox Way Visalia,CA,93292,Good,4.8,4.7,4.8,4.5,4.9,4.8,Black,Jet Black,Front-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,3GNKBFRS3LS674609,88839,11843
2013,Dodge,Journey SE,Used,"$9,999 ",4.4,99,Dealer,West Chicago Auto Mall,3.6,77,560 E North Ave West Chicago,IL,60185,Great,4.5,4.4,4.2,4.4,4.4,4.3,Gray,Gray,Front-wheel Drive,19,26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,3C4PDCAB2DT561670,2695A,91282
2012,Dodge,Journey SE/AVP,Used,"$9,999 ",4.2,118,Dealer,Navarre Chevrolet Cadillac,3.7,38,1300 E College St Lake Charles,LA,70605,NA,4.4,4.3,4.1,4.1,4.3,4.1,Brilliant Black Crystal Pearl,Black,Front-wheel Drive,19,26,Gasoline,4-Speed Automatic,2.4L I4 16V MPFI DOHC,3C4PDCAB5CT281708,916963,93757
2017,Dodge,Durango SXT,Used,"$25,621 ",4.7,132,Dealer,AutoNation Chrysler Dodge Jeep Ram Katy,4.2,1255,21777 Katy Fwy Katy,TX,77450,Great,4.8,4.8,4.6,4.5,4.8,4.7,White Knuckle Clearcoat,–,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDHAG1HC724523,HC724523,64483
2017,Dodge,Durango GT,Used,"$28,980 ",4.7,132,Dealer,Crest Auto Group,4.5,563,6280 TX-121 Frisco,TX,75034,Great,4.8,4.8,4.6,4.5,4.8,4.7,Granite Clearcoat Metallic,Black,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDHDG9HC838684,C38756A,65568
2020,Dodge,Durango GT,Used,"$32,000 ",4.9,46,Dealer,Grubbs INFINITI,4.7,1652,1500 E State Hwy 114 Grapevine,TX,76051,Great,5,4.8,4.9,4.8,4.9,4.8,DB Black Crystal Clearcoat,Black,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDHDG0LC145821,LC145821,63382
2021,Dodge,Durango SXT,Used,"$34,909 ",4.8,27,Dealer,EchoPark Automotive Salt Lake City Delivery Center,3,2,3638 South State St Salt Lake City,UT,84115,Good,4.9,4.9,4.7,4.4,4.9,4.8,Destroyer Gray Clearcoat,Black,Rear-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDHAG4MC519420,PMC519420,20735
2017,Ford,F-150 Lariat,Used,"$22,995 ",4.8,568,Dealer,Tom's Trucks,2.7,5,2501 E University Ave Des Moines,IA,50317,NA,4.9,4.8,4.8,4.6,4.8,4.8,Ruby Red Metallic Tinted Clearcoat,Medium Light Camel,Rear-wheel Drive,19,26,Gasoline,Automatic,5.0L V8 32V MPFI DOHC,1FTEX1CF0HKD93571,TD93571,35876
2019,Ford,Edge ST,Used,"$32,000 ",4.7,193,Dealer,Bob Ruth Ford,4.7,1691,700 N US Route 15 Dillsburg,PA,17019,Good,4.8,4.7,4.7,4.6,4.8,4.7,Gray,Ebony,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP0KBC08940,PV13523Z,64419
2020,Ford,Edge ST,Used,"$40,990 ",4.9,141,Dealer,Lexus of Orange County,4.7,1104,3496 Route 6 Middletown,NY,10940,Good,4.9,4.9,4.9,4.8,4.9,4.9,White,Ebony,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP6LBA22496,10782P,22627
2020,Ford,Edge Sport,Ford Certified,"$42,989 ",4.9,141,Dealer,Corwin Ford,4.7,764,5707 E Gate Blvd Nampa,ID,83687,Good,4.9,4.9,4.9,4.8,4.9,4.9,Star White Metallic Tri-Coat,Ebony,All-wheel Drive,19,26,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 2.7 L/166,2FMPK4AP3LBA12461,2A12461,25055
2021,GMC,Acadia SLE,Used,"$38,900 ",4.9,39,Dealer,Jerry Hunt Superstore Salisbury,4.9,97,653 Bendix Drive Salisbury,NC,28146,Good,5,4.9,4.9,4.8,5,4.9,Satin Steel Metallic,Jet Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,V6 Cylinder Engine,1GKKNRLS6MZ191375,S1259A,29119
2021,GMC,Acadia Denali,Used,"$47,995 ",4.9,39,Dealer,LaFontaine Buick GMC of Ann Arbor,4.5,223,500 Auto Mall Dr Ann Arbor,MI,48103,Great,5,4.9,4.9,4.8,5,4.9,Ebony Twilight Metallic,Jet Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,V6 Cylinder Engine,1GKKNXLS6MZ114185,22A736A,11727
2016,Honda,Pilot Elite,Used,"$28,990 ",4.6,199,Dealer,House of Imports,4.7,1272,6862 Auto Center Dr Buena Park,CA,90621,Good,4.7,4.6,4.5,4.4,4.6,4.6,Crystal Black Pearl,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H05GB064815,GB064815,65069
2018,Honda,Pilot Touring,Used,"$32,015 ",4.6,224,Dealer,Performance Honda,4.7,1185,5760 Dixie Hwy Fairfield,OH,45014,Good,4.7,4.6,4.7,4.5,4.6,4.7,White Diamond Pearl,Beige,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H9XJB022842,JB022842,86474
2017,Honda,Pilot Elite,Used,"$34,955 ",4.7,285,Dealer,Conicelli Autoplex,4.7,1058,1200 Ridge Pike Conshohocken,PA,19428,Good,4.8,4.7,4.7,4.6,4.7,4.7,Obsidian Blue Pearl,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H06HB062654,T221401A,59498
2019,Honda,Pilot Elite,Used,"$39,000 ",4.8,223,Dealer,TRED Private Seller (Austin),5,1,ONLINE ONLY - No Retail Location Austin,TX,78701,Great,4.9,4.8,4.7,4.7,4.7,4.8,Black,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09KB006697,5FNYF6H09KB006697,24500
2022,Honda,Pilot Elite,Used,"$40,000 ",5,1,Dealer,TJ Chapman Auto LLC,4.2,65,2021 N Redwood Rd Salt Lake City,UT,84116,NA,5,5,5,5,5,5,Gray,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H02NB008053,NB008053,4084
2019,Honda,Pilot Touring 8-Passenger,Used,"$40,999 ",4.8,223,Dealer,Audi Rockville,4.7,1534,1125 Rockville Pike Rockville,MD,20852,Good,4.9,4.8,4.7,4.7,4.7,4.8,Gray,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H94KB033823,MKB033823,19174
2021,Honda,Pilot Touring 8-Passenger,Used,"$44,299 ",4.8,63,Dealer,EchoPark Automotive Phoenix,4.9,237,10555 West Papago Freeway Avondale,AZ,85323,Good,4.9,4.7,4.8,4.7,4.7,4.8,Platinum White Pearl,Beige,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H90MB052856,YMB052856,14445
2022,Honda,Pilot Special Edition,Used,"$44,774 ",5,1,Dealer,Ourisman of Rockville ,4.5,710,801 Rockville Pike Rockville,MD,20852,Good,5,5,5,5,5,5,Sonic Gray Pearl,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H22NB028319,VP9502,3489
